job_title,rating,company_name,location,size,founded,type_of_ownership,industry,sector,revenue,seniority,salary_min,salary_max,salary_avg,description_len,age
na,4.2,Peterson Technology Partners,IL,201 to 500 Employees,1997,Contract,Information Technology Support Services,Information Technology,$25 to $100 million (USD),na,113,177,145.0,898,25
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,113,177,145.0,565,7
data scientist,3.8,BAE Systems,VA,10000+ Employees,1999,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),na,113,177,145.0,2769,23
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,113,177,145.0,1647,169
data engineer,3.9,Disney Media & Entertainment Distribution,CA,10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),senior,113,177,145.0,1200,99
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,113,177,145.0,64,94
machine learning engineer,-1.0,Hire The Winners,VA,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,na,113,177,145.0,818,-1
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,113,177,145.0,772,51
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,113,177,145.0,1787,44
data scientist,-1.0,EpochGeo,DC,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,113,177,145.0,977,-1
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,113,177,145.0,592,-1
na,4.2,Capital One,VA,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,104,167,135.5,2005,28
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,104,167,135.5,474,-1
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,104,167,135.5,4997,130
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,104,167,135.5,5028,114
data scientist,3.7,Citizens,MA,10000+ Employees,1828,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),senior,104,167,135.5,2196,194
data scientist,3.8,BOEING,WA,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),na,104,167,135.5,4773,106
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,104,167,135.5,1850,169
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,104,167,135.5,98,49
data scientist,3.8,Pacific Life,CA,1001 to 5000 Employees,1868,Subsidiary or Business Segment,Insurance Carriers,Insurance,$5 to $10 billion (USD),senior,104,167,135.5,5869,154
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,104,167,135.5,565,7
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,104,167,135.5,64,94
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,104,167,135.5,1647,169
na,3.9,Zillow,Remote,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),na,104,167,135.5,1727,17
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,104,167,135.5,1508,44
data scientist,-1.0,Staffing By Sabri,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,104,167,135.5,580,-1
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,104,167,135.5,592,-1
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,104,167,135.5,1787,44
data scientist,4.1,Navy Federal Credit Union,FL,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,na,104,167,135.5,550,89
data scientist,-1.0,EpochGeo,DC,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,104,167,135.5,977,-1
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),senior,104,167,135.5,64,94
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,104,167,135.5,772,51
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,na,104,167,135.5,1004,4
data scientist,3.6,Target,MN,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),senior,104,167,135.5,1138,60
data scientist,4.0,Universal Orlando,FL,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),na,104,167,135.5,967,35
data scientist,3.3,SPECTRUM,CO,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),na,104,167,135.5,4678,6
data scientist,3.9,PG&E Corporation,CA,10000+ Employees,1905,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),na,104,167,135.5,4223,117
data scientist,4.1,Bosch Group,CA,10000+ Employees,1886,Company - Private,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),na,104,167,135.5,815,136
machine learning engineer,5.0,"Stratom, Inc.",CO,1 to 50 Employees,-1,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),na,104,167,135.5,911,-1
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,senior,104,167,135.5,910,4
data scientist,3.6,Target,MN,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),senior,104,167,135.5,817,60
na,4.2,Capital One,GA,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,86,132,109.0,2005,28
na,3.4,Topaz Labs,TX,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,na,86,132,109.0,731,14
machine learning engineer,4.1,"Garmin International, Inc.",AZ,10000+ Employees,1989,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),senior,86,132,109.0,800,33
data scientist,4.4,Indeed,TX,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),senior,86,132,109.0,1610,18
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,86,132,109.0,4997,130
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,86,132,109.0,474,-1
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,86,132,109.0,5028,114
manager,4.0,General Motors,TX,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),senior,86,132,109.0,4554,114
data scientist,3.8,BOEING,WA,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),na,86,132,109.0,4773,106
data engineer,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,86,132,109.0,1567,169
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,senior,86,132,109.0,554,7
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,86,132,109.0,2283,169
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,86,132,109.0,98,49
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,86,132,109.0,64,94
data scientist,3.6,Trinity Solar Careers,NJ,1001 to 5000 Employees,1994,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$100 to $500 million (USD),na,86,132,109.0,636,28
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,86,132,109.0,565,7
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,86,132,109.0,1787,44
na,3.9,Zillow,Remote,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),na,86,132,109.0,1727,17
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,86,132,109.0,1508,44
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),senior,86,132,109.0,64,94
data scientist,3.8,Pacific Life,CA,1001 to 5000 Employees,1868,Subsidiary or Business Segment,Insurance Carriers,Insurance,$5 to $10 billion (USD),senior,86,132,109.0,5869,154
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,86,132,109.0,1723,44
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,86,132,109.0,1597,44
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,86,132,109.0,1647,169
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,86,132,109.0,772,51
data scientist,3.3,SPECTRUM,CO,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),senior,86,132,109.0,1920,6
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,86,132,109.0,592,-1
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,na,86,132,109.0,1004,4
data scientist,-1.0,EpochGeo,DC,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,86,132,109.0,977,-1
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,senior,86,132,109.0,910,4
machine learning engineer,4.1,"Garmin International, Inc.",AZ,10000+ Employees,1989,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),senior,92,131,111.5,800,33
na,4.2,Capital One,NY,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,92,131,111.5,2005,28
data scientist,4.4,Indeed,TX,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),senior,92,131,111.5,1610,18
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,92,131,111.5,4997,130
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,92,131,111.5,474,-1
manager,4.0,General Motors,TX,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),senior,92,131,111.5,4554,114
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,92,131,111.5,5028,114
data engineer,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,92,131,111.5,1567,169
data scientist,4.1,Navy Federal Credit Union,VA,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,na,92,131,111.5,550,89
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,senior,92,131,111.5,554,7
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,92,131,111.5,2283,169
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,92,131,111.5,98,49
data scientist,3.6,Trinity Solar Careers,NJ,1001 to 5000 Employees,1994,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$100 to $500 million (USD),na,92,131,111.5,636,28
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,92,131,111.5,565,7
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,92,131,111.5,1508,44
na,3.9,Zillow,Remote,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),na,92,131,111.5,1727,17
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,92,131,111.5,1787,44
data scientist,3.8,Pacific Life,CA,1001 to 5000 Employees,1868,Subsidiary or Business Segment,Insurance Carriers,Insurance,$5 to $10 billion (USD),senior,92,131,111.5,5869,154
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,92,131,111.5,1647,169
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,92,131,111.5,64,94
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,92,131,111.5,1597,44
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,92,131,111.5,1723,44
data scientist,3.3,SPECTRUM,CO,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),senior,92,131,111.5,1920,6
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,na,92,131,111.5,1004,4
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,92,131,111.5,772,51
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,92,131,111.5,592,-1
data scientist,4.0,Universal Orlando,FL,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),na,92,131,111.5,967,35
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),senior,92,131,111.5,64,94
data scientist,-1.0,Staffing By Sabri,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,92,131,111.5,580,-1
data scientist,-1.0,care.ai,Remote,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,92,131,111.5,580,-1
na,4.2,Capital One,TX,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,97,155,126.0,2005,28
machine learning engineer,4.1,"Garmin International, Inc.",AZ,10000+ Employees,1989,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),senior,97,155,126.0,800,33
data scientist,4.4,Indeed,TX,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),senior,97,155,126.0,1610,18
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,97,155,126.0,4997,130
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,97,155,126.0,474,-1
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,97,155,126.0,5028,114
manager,4.0,General Motors,TX,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),senior,97,155,126.0,4554,114
data engineer,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,97,155,126.0,1646,169
data scientist,4.1,Navy Federal Credit Union,VA,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,na,97,155,126.0,550,89
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,97,155,126.0,1850,169
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,97,155,126.0,98,49
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,senior,97,155,126.0,554,7
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,97,155,126.0,1508,44
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,97,155,126.0,1787,44
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,97,155,126.0,1597,44
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,97,155,126.0,1647,169
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,97,155,126.0,565,7
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,97,155,126.0,1723,44
data scientist,3.6,Trinity Solar Careers,NJ,1001 to 5000 Employees,1994,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$100 to $500 million (USD),na,97,155,126.0,636,28
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,97,155,126.0,64,94
data scientist,3.8,Pacific Life,CA,1001 to 5000 Employees,1868,Subsidiary or Business Segment,Insurance Carriers,Insurance,$5 to $10 billion (USD),senior,97,155,126.0,5869,154
data scientist,3.3,SPECTRUM,CO,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),senior,97,155,126.0,1920,6
na,3.9,Zillow,Remote,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),na,97,155,126.0,1727,17
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,na,97,155,126.0,1004,4
data scientist,-1.0,EpochGeo,DC,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,97,155,126.0,977,-1
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,97,155,126.0,772,51
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,97,155,126.0,592,-1
data scientist,4.0,Universal Orlando,FL,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),na,97,155,126.0,967,35
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),senior,97,155,126.0,64,94
data scientist,-1.0,care.ai,Remote,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,97,155,126.0,580,-1
na,4.2,Capital One,NY,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,118,189,153.5,2005,28
machine learning engineer,4.1,"Garmin International, Inc.",AZ,10000+ Employees,1989,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),senior,118,189,153.5,800,33
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,118,189,153.5,4997,130
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,118,189,153.5,474,-1
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,118,189,153.5,5028,114
manager,4.0,General Motors,TX,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),senior,118,189,153.5,4554,114
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,118,189,153.5,2283,169
data engineer,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,118,189,153.5,1567,169
data scientist,4.1,Navy Federal Credit Union,VA,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,na,118,189,153.5,550,89
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,118,189,153.5,98,49
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,118,189,153.5,1508,44
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,118,189,153.5,1647,169
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,senior,118,189,153.5,554,7
data scientist,4.8,"Point Digital Finance, Inc.",CA,201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,na,118,189,153.5,565,7
data scientist,3.8,Pacific Life,CA,1001 to 5000 Employees,1868,Subsidiary or Business Segment,Insurance Carriers,Insurance,$5 to $10 billion (USD),senior,118,189,153.5,5869,154
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,118,189,153.5,1723,44
data scientist,4.3,Delta,GA,10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),na,118,189,153.5,64,94
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,118,189,153.5,1597,44
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),senior,118,189,153.5,1787,44
na,3.9,Zillow,Remote,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),na,118,189,153.5,1727,17
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,na,118,189,153.5,1004,4
data scientist,3.3,SPECTRUM,CO,10000+ Employees,2016,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),senior,118,189,153.5,1920,6
data scientist,4.0,Universal Orlando,FL,10000+ Employees,1987,Subsidiary or Business Segment,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),na,118,189,153.5,967,35
data scientist,3.6,WM,TX,10000+ Employees,1971,Company - Public,Building & Personnel Services,Management & Consulting,$10+ billion (USD),senior,118,189,153.5,772,51
data scientist,-1.0,EpochGeo,DC,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,118,189,153.5,977,-1
machine learning engineer,-1.0,Manifold Valley,CA,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,118,189,153.5,592,-1
data scientist,-1.0,care.ai,Remote,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,118,189,153.5,580,-1
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,senior,118,189,153.5,1004,4
data scientist,3.7,Guidehouse,WA,1001 to 5000 Employees,2018,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,senior,118,189,153.5,910,4
data scientist,3.6,Target,MN,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),senior,118,189,153.5,817,60
na,4.2,Capital One,NY,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),na,118,189,153.5,2005,28
data scientist,3.9,Aon,GA,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),senior,118,189,153.5,4997,130
machine learning engineer,4.0,General Motors,Remote,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),na,118,189,153.5,5028,114
machine learning engineer,-1.0,"EDDA Technology, Inc.",NJ,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable,na,118,189,153.5,474,-1
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,118,189,153.5,2283,169
data scientist,4.1,Navy Federal Credit Union,VA,10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,na,118,189,153.5,550,89
data engineer,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),na,118,189,153.5,1567,169
data scientist,3.8,The Home Depot,GA,10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),na,118,189,153.5,1508,44
data scientist,3.2,Lidl US,VA,5001 to 10000 Employees,1973,Company - Private,Grocery Stores,Retail & Wholesale,Unknown / Non-Applicable,junior,118,189,153.5,98,49
data scientist,3.9,"The Travelers Companies, Inc.",CT,10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),senior,118,189,153.5,1647,169
